model,family,seed,sweep,min_sep,snr_db,snapshots,num_tests,num_kok,k_accuracy,rmspe_rad,rmspe_deg,mae_deg,sr5,rmspe_deg_kok,mae_deg_kok
Trans-MUSIC/seed1,Trans-MUSIC,1,snr,8deg,0,200,25600,22314,0.871640625,0.0644031155949008,3.69002671108099,2.9923633842881556,0.7952734375,3.62998117845544,2.9317874274463347
Trans-MUSIC/seed2,Trans-MUSIC,2,snr,8deg,0,200,25600,21630,0.844921875,0.07571062719176756,4.3378994023766895,3.490115690155928,0.715234375,4.2788976795579226,3.4218725923484477
TCN-MUSIC/seed0,TCN-MUSIC,0,snr,8deg,0,200,25600,23684,0.92515625,0.06545637084958357,3.7503737919242894,2.968895675802948,0.79359375,3.725578184165828,2.9462536719009504
TCN-MUSIC/seed1,TCN-MUSIC,1,snr,8deg,0,200,25600,23386,0.913515625,0.07452964901494773,4.270234337147858,3.442650512462614,0.7402734375,4.274573931621152,3.4395517624549656
TCN-MUSIC/seed2,TCN-MUSIC,2,snr,8deg,0,200,25600,23337,0.9116015625,0.05392417994750388,3.0896279246959573,2.4615331029852086,0.8584765625,3.0485436273985114,2.4232855506446835
DA-MUSIC/seed0,DA-MUSIC,0,snr,8deg,0,200,25600,18104,0.7071875,0.07762842244593567,4.4477809764107405,3.634996307857938,0.6789453125,4.423424141035023,3.5796373741532186
DA-MUSIC/seed1,DA-MUSIC,1,snr,8deg,0,200,25600,16962,0.662578125,0.10281349015455427,5.890779062865802,4.891052690544915,0.52203125,6.156852653850877,5.071902278836149
DA-MUSIC/seed2,DA-MUSIC,2,snr,8deg,0,200,25600,17136,0.669375,0.10079796886424712,5.77529819941244,4.853069649920159,0.500546875,5.9139181481222876,4.921801021615605
LCPSN-uncovON/seed0,LCPSN-uncovON,0,snr,8deg,0,200,25600,24807,0.9690234375,0.03327110839478263,1.906294090743328,1.3443048551975258,0.9087109375,1.8698401177050694,1.3153469848366457
LCPSN-uncovON/seed1,LCPSN-uncovON,1,snr,8deg,0,200,25600,24772,0.96765625,0.03334563217582552,1.9105639888704427,1.3459913937229981,0.9094140625,1.8726231947568175,1.3156571631592555
LCPSN-uncovON/seed2,LCPSN-uncovON,2,snr,8deg,0,200,25600,24784,0.968125,0.032741183514927226,1.875931631668636,1.3269754624785994,0.911484375,1.8421389706417837,1.2989965959797816
LCPSN-uncovOFF/seed0,LCPSN-uncovOFF,0,snr,8deg,0,200,25600,24793,0.9684765625,0.036971370367691575,2.1183034848837616,1.483737643320307,0.89859375,2.0808812057300163,1.4539404497845743
LCPSN-uncovOFF/seed1,LCPSN-uncovOFF,1,snr,8deg,0,200,25600,24810,0.969140625,0.037245830806912864,2.1340289096944485,1.503378454151706,0.8968359375,2.093729937303261,1.4724592026880394
LCPSN-uncovOFF/seed2,LCPSN-uncovOFF,2,snr,8deg,0,200,25600,24825,0.9697265625,0.036578563076425145,2.0957972849322295,1.471100374795799,0.9011328125,2.06012478431774,1.4431759552443124
Trans-MUSIC/seed0,Trans-MUSIC,0,snr,8deg,2,200,25600,23437,0.9155078125,0.05001756614450043,2.865795441596308,2.264111457737522,0.8622265625,2.7672874073420166,2.1770915471896304
Trans-MUSIC/seed1,Trans-MUSIC,1,snr,8deg,2,200,25600,23073,0.9012890625,0.05650579452120117,3.2375435440982776,2.6116616058631337,0.826953125,3.151627201140586,2.5328219753386345
Trans-MUSIC/seed2,Trans-MUSIC,2,snr,8deg,2,200,25600,22487,0.8783984375,0.06914046365721213,3.9614567611359077,3.1693706528658203,0.750234375,3.8643435631262792,3.0733037099079215
TCN-MUSIC/seed0,TCN-MUSIC,0,snr,8deg,2,200,25600,23665,0.9244140625,0.06104188763275381,3.497442534868609,2.76050524390152,0.8159765625,3.4831439402260886,2.738611653597444
TCN-MUSIC/seed1,TCN-MUSIC,1,snr,8deg,2,200,25600,23481,0.9172265625,0.06568240363291526,3.76332451644079,3.021936170680214,0.7855078125,3.7572876698997586,3.0082976244475876
TCN-MUSIC/seed2,TCN-MUSIC,2,snr,8deg,2,200,25600,23713,0.9262890625,0.04863071340580765,2.786334632863052,2.214532558416059,0.8875390625,2.734791811428572,2.1701367908323075
DA-MUSIC/seed0,DA-MUSIC,0,snr,8deg,2,200,25600,19106,0.746328125,0.07102768578739499,4.069586624199074,3.3069574267549093,0.7251171875,4.015358003189669,3.23540187366302
DA-MUSIC/seed1,DA-MUSIC,1,snr,8deg,2,200,25600,18168,0.7096875,0.09327224036655672,5.34410571873345,4.413557545502258,0.5758203125,5.4013061666009845,4.429961665540476
DA-MUSIC/seed2,DA-MUSIC,2,snr,8deg,2,200,25600,18358,0.717109375,0.0895928089369222,5.133289826807606,4.279427952371927,0.591328125,5.144660842974339,4.251669642782944
LCPSN-uncovON/seed0,LCPSN-uncovON,0,snr,8deg,2,200,25600,23983,0.9368359375,0.030867192812026614,1.7685598735456765,1.2517397796209335,0.9201953125,1.6691101520916838,1.1597322295268562
LCPSN-uncovON/seed1,LCPSN-uncovON,1,snr,8deg,2,200,25600,24114,0.941953125,0.030560714687239008,1.7509999704822627,1.2381163774265955,0.9226171875,1.6664291190769556,1.1601555716797163
LCPSN-uncovON/seed2,LCPSN-uncovON,2,snr,8deg,2,200,25600,24066,0.940078125,0.030581710872576617,1.7522029632879823,1.241410742216247,0.921875,1.6702293480691293,1.163811046919581
LCPSN-uncovOFF/seed0,LCPSN-uncovOFF,0,snr,8deg,2,200,25600,24092,0.94109375,0.0344320453906148,1.972810880885108,1.385636665199255,0.9108984375,1.8604622235945374,1.2895506906734442
LCPSN-uncovOFF/seed1,LCPSN-uncovOFF,1,snr,8deg,2,200,25600,24156,0.94359375,0.03493903231297367,2.001859091804598,1.4102336231031871,0.90828125,1.8811822446568973,1.3092854511197538
LCPSN-uncovOFF/seed2,LCPSN-uncovOFF,2,snr,8deg,2,200,25600,24064,0.94,0.03467971297380413,1.987001188124062,1.3963237547385683,0.908359375,1.8734712215278297,1.297862485246754
Trans-MUSIC/seed0,Trans-MUSIC,0,snr,8deg,4,200,25600,23661,0.9242578125,0.047555823569760236,2.724747981816026,2.1461919354444667,0.8754296875,2.6244472310401648,2.0582639753260232
Trans-MUSIC/seed1,Trans-MUSIC,1,snr,8deg,4,200,25600,23358,0.912421875,0.05433669810076847,3.1132634738505494,2.4998841740962714,0.838515625,3.018788521518059,2.4143042379464132
Trans-MUSIC/seed2,Trans-MUSIC,2,snr,8deg,4,200,25600,22833,0.8919140625,0.0662840847597249,3.7977983056196583,3.0367003918593314,0.7650390625,3.679672583213588,2.9273090903305112
TCN-MUSIC/seed0,TCN-MUSIC,0,snr,8deg,4,200,25600,24089,0.9409765625,0.058041702890451304,3.325544611375131,2.6244187177975387,0.834453125,3.2853634134537217,2.5878198122601987
TCN-MUSIC/seed1,TCN-MUSIC,1,snr,8deg,4,200,25600,23701,0.9258203125,0.06269420537265392,3.5921133677794805,2.8800526113684617,0.7965625,3.563172800617911,2.850735747752511
TCN-MUSIC/seed2,TCN-MUSIC,2,snr,8deg,4,200,25600,23934,0.934921875,0.04623695141674973,2.649182173731192,2.098502613636745,0.897421875,2.5947175229857615,2.0513286593662023
DA-MUSIC/seed0,DA-MUSIC,0,snr,8deg,4,200,25600,19644,0.76734375,0.06834229670253986,3.9157251632863765,3.1743494830008827,0.742734375,3.8337651435061737,3.0816672197273838
DA-MUSIC/seed1,DA-MUSIC,1,snr,8deg,4,200,25600,18977,0.7412890625,0.0890077719814138,5.0997696783977915,4.212497344317944,0.6040234375,5.097357750686305,4.188648067844643
DA-MUSIC/seed2,DA-MUSIC,2,snr,8deg,4,200,25600,18968,0.7409375,0.08541121085037481,4.89370190482846,4.071285802015393,0.6228125,4.865056979430293,4.015575188084243
LCPSN-uncovON/seed0,LCPSN-uncovON,0,snr,8deg,4,200,25600,24737,0.9662890625,0.029170666509499496,1.6713560765779378,1.1732332324220984,0.9266796875,1.6246273240435551,1.133851208151099
LCPSN-uncovON/seed1,LCPSN-uncovON,1,snr,8deg,4,200,25600,24783,0.9680859375,0.028599113248797665,1.6386084869727826,1.155602968125972,0.930625,1.596398823058179,1.1198057778905137
LCPSN-uncovON/seed2,LCPSN-uncovON,2,snr,8deg,4,200,25600,24752,0.966875,0.02869866797870764,1.644312552827189,1.1599992232475016,0.9301171875,1.5972390498732338,1.1200792020287276
LCPSN-uncovOFF/seed0,LCPSN-uncovOFF,0,snr,8deg,4,200,25600,24743,0.9665234375,0.03228470692167354,1.8497774494286898,1.2982610912463415,0.9198046875,1.7993366740236318,1.2562779432568865
LCPSN-uncovOFF/seed1,LCPSN-uncovOFF,1,snr,8deg,4,200,25600,24758,0.967109375,0.03282375065162679,1.880662380128001,1.326538227716135,0.917890625,1.8277904690485063,1.2832495420650507
LCPSN-uncovOFF/seed2,LCPSN-uncovOFF,2,snr,8deg,4,200,25600,24760,0.9671875,0.03235013574004422,1.853526244579858,1.3018249111327547,0.918515625,1.8073295512445617,1.2622617768810604
Trans-MUSIC/seed0,Trans-MUSIC,0,snr,8deg,6,200,25600,23762,0.928203125,0.04719370534471014,2.7040001358358867,2.123350504436202,0.879140625,2.6079224656340014,2.0393351221116913
Trans-MUSIC/seed1,Trans-MUSIC,1,snr,8deg,6,200,25600,23476,0.91703125,0.05329729713724746,3.053710185418964,2.4576733882466066,0.84234375,2.9556884116045983,2.3691185915776036
Trans-MUSIC/seed2,Trans-MUSIC,2,snr,8deg,6,200,25600,22969,0.8972265625,0.06448315276577134,3.6946125031760393,2.9489841791104636,0.773046875,3.5815194722967165,2.84094712077549
TCN-MUSIC/seed0,TCN-MUSIC,0,snr,8deg,6,200,25600,24173,0.9442578125,0.05709791644958446,3.2714696315517875,2.582886540969847,0.8405859375,3.2300992890372724,2.5457933199587317
TCN-MUSIC/seed1,TCN-MUSIC,1,snr,8deg,6,200,25600,23856,0.931875,0.060360765783392265,3.458417127566047,2.777681804017853,0.8071875,3.420132328617022,2.7420008475876534
TCN-MUSIC/seed2,TCN-MUSIC,2,snr,8deg,6,200,25600,23994,0.937265625,0.04577314499067219,2.6226080230059026,2.0719171799414102,0.8976953125,2.5586274040874666,2.018411669053831
DA-MUSIC/seed0,DA-MUSIC,0,snr,8deg,6,200,25600,19818,0.774140625,0.06766337127402984,3.8768256016286418,3.1360603451570586,0.7475390625,3.788402165498472,3.0407750335518444
DA-MUSIC/seed1,DA-MUSIC,1,snr,8deg,6,200,25600,19250,0.751953125,0.08751001425882901,5.013954482160557,4.134469966412691,0.6166796875,4.963322970015398,4.074886578877633
DA-MUSIC/seed2,DA-MUSIC,2,snr,8deg,6,200,25600,19402,0.757890625,0.08349950681668025,4.784169332019626,3.9664233943492735,0.6419140625,4.752260541442131,3.909089783050171
LCPSN-uncovON/seed0,LCPSN-uncovON,0,snr,8deg,6,200,25600,24842,0.970390625,0.028298321764567754,1.6213744044129328,1.1331010389435452,0.9322265625,1.5806713687676204,1.0995357226704947
LCPSN-uncovON/seed1,LCPSN-uncovON,1,snr,8deg,6,200,25600,24866,0.971328125,0.027838617187243845,1.5950352723094274,1.1187771971015068,0.9338671875,1.5559287064038845,1.0863745606488413
LCPSN-uncovON/seed2,LCPSN-uncovON,2,snr,8deg,6,200,25600,24846,0.970546875,0.027971705555302866,1.6026606741014928,1.126009773887279,0.9337890625,1.562964173318931,1.0931149854526605
LCPSN-uncovOFF/seed0,LCPSN-uncovOFF,0,snr,8deg,6,200,25600,24884,0.97203125,0.03134117323240487,1.7957169512051872,1.2554108514683344,0.922890625,1.751984583104679,1.2203121004877497
LCPSN-uncovOFF/seed1,LCPSN-uncovOFF,1,snr,8deg,6,200,25600,24873,0.9716015625,0.03222820365677146,1.846540050821091,1.2926664989102172,0.91921875,1.8023034408393592,1.2573468744671104
LCPSN-uncovOFF/seed2,LCPSN-uncovOFF,2,snr,8deg,6,200,25600,24863,0.9712109375,0.0312497107490714,1.7904765369263935,1.254112887316846,0.923359375,1.748231726594343,1.2202022094980087
Trans-MUSIC/seed0,Trans-MUSIC,0,snr,8deg,8,200,25600,23801,0.9297265625,0.046640449529214464,2.672300912616916,2.099586969695304,0.8806640625,2.5813429992335393,2.0187126929424553
Trans-MUSIC/seed1,Trans-MUSIC,1,snr,8deg,8,200,25600,23596,0.92171875,0.05292196334396639,3.0322051431553234,2.4354055746040943,0.8442578125,2.9436010085032045,2.355076295006913
Trans-MUSIC/seed2,Trans-MUSIC,2,snr,8deg,8,200,25600,23052,0.90046875,0.06378795198357405,3.654780432441941,2.922525274608441,0.7744921875,3.531863323000544,2.807336412067628
TCN-MUSIC/seed0,TCN-MUSIC,0,snr,8deg,8,200,25600,24164,0.94390625,0.05676356996182211,3.2523129889079825,2.5697075069187103,0.842578125,3.2171668664674407,2.5354781937273816
